Block Type;96well;;;
Chemistry;SYBR_GREEN;;;
Experiment File Name;D:\Documents and Settings\INSTR-ADMIN\My Documents\LukaszL_qPCR\miRNA_2-1.eds;;;
Experiment Run End Time;2017-06-16 11:25:46 AM CEST;;;
Instrument Type;steponeplus;;;
Passive Reference;;;;
;;;;
Well;Cycle;Target Name;Rn;?Rn
F2;9;Target 1;28814,10742;-120,2614136
F2;10;Target 1;28499,43359;-540,9940186
F2;11;Target 1;28942,79688;-203,6895447
F2;12;Target 1;29085,25781;-167,2873993
F2;13;Target 1;29226,27344;-132,3305664
F2;14;Target 1;29522,32813;57,66532516
F2;15;Target 1;29442,84375;-127,8778458
F2;16;Target 1;29515,53906;-161,2413177
F2;17;Target 1;29370,30664;-412,5325317
F2;18;Target 1;29456,4375;-432,4604797
F2;19;Target 1;29914,73633;-80,2204361
F2;20;Target 1;30129,45898;28,44342613
F2;21;Target 1;30085,95313;-121,1212234
F2;22;Target 1;30477,83203;164,6988831
F2;23;Target 1;30690,06055;270,8686218
F2;24;Target 1;30573,72656;48,47583389
F2;25;Target 1;30539,17578;-92,13374329
F2;26;Target 1;30831,75781;94,38949585
F2;27;Target 1;30782,26563;-61,16147995
F2;28;Target 1;30917,54883;-31,93707085
F2;29;Target 1;31349,49414;293,9494629
F2;30;Target 1;31520,99805;359,3945618
F2;31;Target 1;31422,10156;154,4392853
F2;32;Target 1;31393,1875;19,46642876
F2;33;Target 1;31505,33984;25,55998039
F2;34;Target 1;31447,30273;-138,5359192
F2;35;Target 1;31087,11523;-604,7822266
F2;36;Target 1;31748,64648;-49,30975723
F2;37;Target 1;31847,75391;-56,26112747
F2;38;Target 1;32448,0918;438,0179749
F2;39;Target 1;33032,71094;916,5783081
F2;40;Target 1;33956,70313;1734,511719
F3;1;Target 1;32774,53516;683,7581177
F3;2;Target 1;32490,89648;367,7576904
F3;3;Target 1;32465,74805;310,247467
F3;4;Target 1;32184,64258;-3,219769716
F3;5;Target 1;32367,05469;146,8305664
F3;6;Target 1;32244,82031;-7,765582085
F3;7;Target 1;32188,12891;-96,81876373
F3;8;Target 1;32221,86523;-95,44420624
F3;9;Target 1;32128,80078;-220,8704376
F3;10;Target 1;32342,1875;-39,8454895
F3;11;Target 1;32285,28516;-129,1096039
F3;12;Target 1;32329,40039;-117,3561401
F3;13;Target 1;32305,57422;-173,5440826
F3;14;Target 1;32499,94336;-11,53672123
F3;15;Target 1;32611,70117;67,85931396
F3;16;Target 1;32694,43359;118,2299652
F3;17;Target 1;32688,36133;79,79592896
F3;18;Target 1;32717,21289;76,2857132
F3;19;Target 1;32769,55078;96,26183319
F3;20;Target 1;32763,70703;58,05630875
F3;21;Target 1;32892,3125;154,3000031
F3;22;Target 1;32957,16406;186,7897949
F3;23;Target 1;33020,02344;217,2873993
F3;24;Target 1;33368,05469;532,9568481
F3;25;Target 1;33531,375;663,9154053
F3;26;Target 1;33899,39453;999,5731812
F3;27;Target 1;34550,02734;1617,844238
F3;28;Target 1;35486,08203;2521,537109
F3;29;Target 1;37743,46875;4746,562012
F3;30;Target 1;41797,05469;8767,786133
F3;31;Target 1;49711,63281;16650,00195
F3;32;Target 1;64175,65625;31081,66406
F3;33;Target 1;90369,21875;57242,86328
F3;34;Target 1;131723,375;98564,65625
F3;35;Target 1;189102,6875;155911,6094
F3;36;Target 1;246510,2188;213286,7813
F3;37;Target 1;296480,0625;263224,25
F3;38;Target 1;332053,5313;298765,375
F3;39;Target 1;359784,1875;326463,6563
F3;40;Target 1;378942,4375;345589,5625
F4;1;Target 1;27954,84766;109,5742188
F4;2;Target 1;27790,98047;-54,29296875
F4;3;Target 1;27910,56641;65,29296875
F4;4;Target 1;27500,92188;-344,3515625
F4;5;Target 1;28124,33203;279,0585938
F4;6;Target 1;27924,62305;79,34960938
F4;7;Target 1;28371,81445;526,5410156
F4;8;Target 1;28506,95703;661,6835938
F4;9;Target 1;28637,6582;792,3847656
F4;10;Target 1;28744;898,7265625
F4;11;Target 1;29227,77344;1382,5
F4;12;Target 1;29456,78125;1611,507813
F4;13;Target 1;29198,21094;1352,9375
F4;14;Target 1;29934,62305;2089,349609
F4;15;Target 1;29937,50391;2092,230469
F4;16;Target 1;30390,46289;2545,189453
F4;17;Target 1;30324,45898;2479,185547
F4;18;Target 1;30244,30469;2399,03125
F4;19;Target 1;30485,86719;2640,59375
F4;20;Target 1;30714,64844;2869,375
F4;21;Target 1;30586,24609;2740,972656
F4;22;Target 1;30866,61328;3021,339844
F4;23;Target 1;31208,77734;3363,503906
F4;24;Target 1;31266,9043;3421,630859
F4;25;Target 1;31330,71094;3485,4375
F4;26;Target 1;31226,18164;3380,908203
F4;27;Target 1;31476,04297;3630,769531
F4;28;Target 1;31427,10938;3581,835938
F4;29;Target 1;31849,68164;4004,408203
F4;30;Target 1;31899,91602;4054,642578
F4;31;Target 1;31916,75;4071,476563
F4;32;Target 1;31792,07422;3946,800781
F4;33;Target 1;31655,36719;3810,09375
F4;34;Target 1;31867,25781;4021,984375
F4;35;Target 1;31788,02148;3942,748047
F4;36;Target 1;31632,01367;3786,740234
F4;37;Target 1;31911,20703;4065,933594
F4;38;Target 1;31934,97656;4089,703125
F4;39;Target 1;31922,88477;4077,611328
F4;40;Target 1;32258,83984;4413,566406
F5;1;Target 1;28257,80078;46,17655945
F5;2;Target 1;28194,67969;-102,4817276
F5;3;Target 1;28277,17188;-105,5267258
F5;4;Target 1;28292,72656;-175,5092316
F5;5;Target 1;28597,78516;44,0121727
F5;6;Target 1;28904,63086;265,3206787
F5;7;Target 1;29085,03516;360,1877747
F5;8;Target 1;29024,87109;214,4865417
F5;9;Target 1;29194,41016;298,4884033
F5;10;Target 1;29250,62695;269,1679993
F5;11;Target 1;28910,16211;-156,8340302
F5;12;Target 1;29052,76172;-99,77160645
F5;13;Target 1;29104,84375;-133,2267609
F5;14;Target 1;29131,91211;-191,6956024
F5;15;Target 1;29209,35156;-199,793335
F5;16;Target 1;29225,66797;-269,0141296
F5;17;Target 1;29547,26758;-32,95170212
F5;18;Target 1;29726,95703;61,20056152
F5;19;Target 1;29457,9082;-293,3854675
F5;20;Target 1;29545,89648;-290,9343567
F5;21;Target 1;29915,57422;-6,79382515
F5;22;Target 1;29821,51953;-186,3856964
F5;23;Target 1;29970,76953;-122,6728973
F5;24;Target 1;30116,05859;-62,92102432
F5;25;Target 1;30038,49219;-226,0246277
F5;26;Target 1;30758,44531;408,3913269
F5;27;Target 1;30675,58789;239,9967041
F5;28;Target 1;30320,53516;-200,5932312
F5;29;Target 1;30564,07422;-42,59135437
F5;30;Target 1;31327,57617;635,3734131
F5;31;Target 1;30978,56836;200,8283997
F5;32;Target 1;31726,48438;863,2072144
F5;33;Target 1;32503,39844;1554,584106
F5;34;Target 1;33694,55078;2660,199219
F5;35;Target 1;35428,86328;4308,974609
F5;36;Target 1;40009,6875;8804,261719
F5;37;Target 1;49507,82813;18216,86523
F5;38;Target 1;65709,8125;34333,3125
F5;39;Target 1;93844,66406;62382,625
F5;40;Target 1;139185,875;107638,2969
F6;1;Target 1;40014,24219;350,5829468
F6;2;Target 1;39833,92188;132,5284729
F6;3;Target 1;39918,23047;179,1028748
F6;4;Target 1;39603,12891;-173,7328644
F6;5;Target 1;39747,67969;-66,91625977
F6;6;Target 1;39634,62109;-217,7090302
F6;7;Target 1;39832,05469;-58,00961304
F6;8;Target 1;39775,96094;-151,8375397
F6;9;Target 1;39985,02344;19,49077797
F6;10;Target 1;39969,23047;-34,03636932
F6;11;Target 1;39960,67188;-80,32913971
F6;12;Target 1;39946,23438;-132,500824
F6;13;Target 1;40074,69531;-41,7740593
F6;14;Target 1;40126,01172;-28,1918335
F6;15;Target 1;40422,29688;230,3591461
F6;16;Target 1;40409,3125;179,6405945
F6;17;Target 1;40421,57422;154,1681366
F6;18;Target 1;40406,78516;101,6448898
F6;19;Target 1;40534,33203;191,4575806
F6;20;Target 1;40464,39063;83,78199768
F6;21;Target 1;40547,09375;128,750946
F6;22;Target 1;40610,69141;154,6144257
F6;23;Target 1;40571,69531;77,88415527
F6;24;Target 1;40653,93359;122,3882523
F6;25;Target 1;40674,09375;104,8142319
F6;26;Target 1;40656,61719;49,60349274
F6;27;Target 1;40747,64844;102,9005661
F6;28;Target 1;40522,94531;-159,5367432
F6;29;Target 1;40467,61328;-252,602951
F6;30;Target 1;40497,57813;-260,3722839
F6;31;Target 1;40674,50781;-121,1767731
F6;32;Target 1;40731,54297;-101,8758011
F6;33;Target 1;40625,33594;-245,8170013
F6;34;Target 1;40786,11719;-122,7699356
F6;35;Target 1;40862,59375;-84,02754974
F6;36;Target 1;40973,69922;-10,6562624
F6;37;Target 1;41033,14844;11,05877781
F6;38;Target 1;41147,62891;87,80506897
F6;39;Target 1;41207,79688;110,2388611
F6;40;Target 1;41466,70313;331,4109192
F7;1;Target 1;33353,71875;694,0175781
F7;2;Target 1;32896,44531;169,6090393
F7;3;Target 1;32752,39453;-41,57685471
F7;4;Target 1;32817,29688;-43,80962753
F7;5;Target 1;32997,70703;69,46541595
F7;6;Target 1;33041,76563;46,38889694
F7;7;Target 1;32921,95313;-140,5587158
F7;8;Target 1;33022,25;-107,3969574
F7;9;Target 1;33080,83203;-115,9500351
F7;10;Target 1;33202,32813;-61,58905792
F7;11;Target 1;33376,51563;45,46332932
F7;12;Target 1;33340,72266;-57,4647522
F7;13;Target 1;33637,22656;171,9040375
F7;14;Target 1;33569,37109;36,91345596
F7;15;Target 1;33842,52344;242,9306946
F7;16;Target 1;33766,29688;99,5690155
F7;17;Target 1;33818,44531;84,58233643
F7;18;Target 1;33933,375;132,3769073
F7;19;Target 1;33821,3125;-46,82070541
F7;20;Target 1;33968,17188;32,90355682
F7;21;Target 1;33948;-54,40343094
F7;22;Target 1;34122,375;52,8364563
F7;23;Target 1;34057,99219;-78,68147278
F7;24;Target 1;34069,47656;-134,3322144
F7;25;Target 1;34227,35156;-43,5923233
F7;26;Target 1;34098,47656;-239,6024323
F7;27;Target 1;34495,92188;90,70776367
F7;28;Target 1;34532,08594;59,73671341
F7;29;Target 1;34401,59375;-137,8905945
F7;30;Target 1;34644,11328;37,49382782
F7;31;Target 1;34986,23438;312,4797974
F7;32;Target 1;36076,93359;1336,043945
F7;33;Target 1;37310,75;2502,725098
F7;34;Target 1;39459,67969;4584,52002
F7;35;Target 1;43341,20313;8398,908203
F7;36;Target 1;50971,66406;15962,23438
F7;37;Target 1;63178,625;28102,06055
F7;38;Target 1;78955,42188;43811,72266
F7;39;Target 1;98228,32813;63017,49219
F7;40;Target 1;118802,1172;83524,14844
F8;1;Target 1;28891,29102;-64,00170898
F8;2;Target 1;29052,35547;54,92652893
F8;3;Target 1;29123,0332;83,4680481
F8;4;Target 1;29075,72656;-5,974806309
F8;5;Target 1;29108,70703;-15,13055229
F8;6;Target 1;29186,33984;20,366045
F8;7;Target 1;29237,0332;28,92318916
F8;8;Target 1;29248,93359;-1,312635064
F8;9;Target 1;29256,39648;-35,9859581
F8;10;Target 1;29306,18359;-28,33506584
F8;11;Target 1;29392,00781;15,35293865
F8;12;Target 1;29286,04492;-132,74617
F8;13;Target 1;29348,2207;-112,706604
F8;14;Target 1;29443,20703;-59,85648727
F8;15;Target 1;29685,15234;139,9526062
F8;16;Target 1;29642,33203;54,99608231
F8;17;Target 1;29672,59766;43,1254921
F8;18;Target 1;29680,09375;8,485370636
F8;19;Target 1;29805,15625;91,41165924
F8;20;Target 1;29717,0625;-38,81830978
F8;21;Target 1;29702,14258;-95,87444305
F8;22;Target 1;29857,37891;17,22566605
F8;23;Target 1;29824,04688;-58,24258041
F8;24;Target 1;29948,44922;24,02355003
F8;25;Target 1;30024,21484;57,65295792
F8;26;Target 1;29929,125;-79,57309723
F8;27;Target 1;30174,96875;124,1344376
F8;28;Target 1;30183,82617;90,85564423
F8;29;Target 1;30286,35938;151,2526245
F8;30;Target 1;30597,27539;420,0324402
F8;31;Target 1;31388,91016;1169,531006
F8;32;Target 1;32563,33984;2301,824463
F8;33;Target 1;34894,90625;4591,254883
F8;34;Target 1;39735,72266;9389,93457
F8;35;Target 1;48775,48438;18387,56055
F8;36;Target 1;65354,53125;34924,47266
F8;37;Target 1;94418,4375;63946,24219
F8;38;Target 1;134171,1406;103656,8047
F8;39;Target 1;174141,7813;143585,3125
F8;40;Target 1;209903,1875;179304,5781
F9;1;Target 1;31427,82031;-201,2806396
F9;2;Target 1;31654,375;-48,33643341
F9;3;Target 1;31840,61719;64,29528046
F9;4;Target 1;31745,12109;-104,8112946
F9;5;Target 1;31954,2793;30,73643494
F9;6;Target 1;32039,52344;42,37009811
F9;7;Target 1;32101,27734;30,51353073
F9;8;Target 1;32077,80469;-66,56960297
F9;9;Target 1;32165,33789;-52,64687347
F9;10;Target 1;32322,73828;31,1430397
F9;11;Target 1;32370,54688;5,341157436
F9;12;Target 1;32452,92578;14,10958767
F9;13;Target 1;32517,94531;5,518643379
F9;14;Target 1;32515,5293;-70,50785065
F9;15;Target 1;32582,27539;-77,37223053
F9;16;Target 1;32685,01563;-48,24246979
F9;17;Target 1;32802,07422;-4,794353485
F9;18;Target 1;32806,71875;-73,76029968
F9;19;Target 1;33067,90625;113,8167267
F9;20;Target 1;33151,16406;123,4640656
F9;21;Target 1;33298,29688;196,9864044
F9;22;Target 1;33447,51172;272,5907593
F9;23;Target 1;33492,25781;243,7263794
F9;24;Target 1;33542,24219;220,1002808
F9;25;Target 1;33983,55469;587,8023071
F9;26;Target 1;34163,03125;693,668396
F9;27;Target 1;34980,39844;1437,425049
F9;28;Target 1;36433,23438;2816,650635
F9;29;Target 1;38816,49609;5126,301758
F9;30;Target 1;43406,74609;9642,941406
F9;31;Target 1;52188,5;18351,08398
F9;32;Target 1;68959,96875;35048,94141
F9;33;Target 1;97137,5625;63152,92578
F9;34;Target 1;137027,375;102969,125
F9;35;Target 1;180073,4844;145941,625
F9;36;Target 1;220404;186198,5313
F9;37;Target 1;255742,1094;221463,0313
F9;38;Target 1;283484;249131,3125
F9;39;Target 1;305878,625;271452,3125
F9;40;Target 1;325803,6875;291303,7813
F10;1;Target 1;35169,40625;645,5059814
F10;2;Target 1;35113,3125;495,9765625
F10;3;Target 1;34942,59766;231,8260345
F10;4;Target 1;34644,15234;-160,0549622
F10;5;Target 1;34845,54688;-52,09612274
F10;6;Target 1;34808,32422;-182,7544708
F10;7;Target 1;35171,53125;87,01688385
F10;8;Target 1;35169,88281;-8,067243576
F10;9;Target 1;35355,51563;84,12988281
F10;10;Target 1;35182,63281;-182,1886139
F10;11;Target 1;35356,44531;-101,8118057
F10;12;Target 1;35503,16797;-48,52483368
F10;13;Target 1;35620,36719;-24,76130104
F10;14;Target 1;35687,36719;-51,19698715
F10;15;Target 1;36089,61719;257,6173401
F10;16;Target 1;36274,51563;349,0800781
F10;17;Target 1;36506,55078;487,6795349
F10;18;Target 1;36705,98047;593,6735229
F10;19;Target 1;37312,42969;1106,687134
F10;20;Target 1;38188,18359;1889,005249
F10;21;Target 1;39678,55469;3285,940674
F10;22;Target 1;42314,35156;5828,301758
F10;23;Target 1;46882,57031;10303,08496
F10;24;Target 1;56101,29688;19428,375
F10;25;Target 1;73885,08594;37118,73047
F10;26;Target 1;104482,0938;67622,30469
F10;27;Target 1;153642,8125;116689,5859
F10;28;Target 1;214567,4375;177520,7813
F10;29;Target 1;270038,0625;232897,9688
F10;30;Target 1;315991,1875;278757,6563
F10;31;Target 1;347937,75;310610,7813
F10;32;Target 1;375093,9375;337673,5313
F10;33;Target 1;397918,9375;360405,0938
F10;34;Target 1;413780,8438;376173,5625
F10;35;Target 1;423585,1563;385884,4375
F10;36;Target 1;433265,625;395471,4688
F10;37;Target 1;446114,4688;408226,875
F10;38;Target 1;450597;412615,9688
F10;39;Target 1;454531,9375;416457,4688
F10;40;Target 1;462073,125;423905,2188
F11;1;Target 1;31875,08789;336,874176
F11;2;Target 1;31178,64844;-272,2944336
F11;3;Target 1;31552,0957;188,4236603
F11;4;Target 1;31096,10547;-180,2957306
F11;5;Target 1;31125,91406;-63,21630859
F11;6;Target 1;31200,25586;98,39632416
F11;7;Target 1;30849,25195;-165,3367462
F11;8;Target 1;31093,15234;165,8344727
F11;9;Target 1;30689,69336;-150,3536835
F11;10;Target 1;30859,32422;106,5480118
F11;11;Target 1;30793,26953;127,7641602
F11;12;Target 1;30808,4707;230,2361603
F11;13;Target 1;31153,00977;662,0460815
F11;14;Target 1;31386,20703;982,5141602
F11;15;Target 1;31672,51953;1356,097534
F11;16;Target 1;32384,64258;2155,491455
F11;17;Target 1;34209,32031;4067,439941
F11;18;Target 1;37647,44531;7592,835938
F11;19;Target 1;43961,50781;13994,16895
F11;20;Target 1;55466,37891;25586,31055
F11;21;Target 1;76980,53125;47187,73438
F11;22;Target 1;111290,0391;81584,51563
F11;23;Target 1;157030,6563;127412,3984
F11;24;Target 1;204827,5;175296,5156
F11;25;Target 1;245067,4063;215623,6875
F11;26;Target 1;276839,4375;247483
F11;27;Target 1;305182,5;275913,3125
F11;28;Target 1;323714,3125;294532,4063
F11;29;Target 1;341814,25;312719,625
F11;30;Target 1;355058,25;326050,875
F11;31;Target 1;363801,7813;334881,6875
F11;32;Target 1;372808;343975,1875
F11;33;Target 1;378151,8125;349406,25
F11;34;Target 1;383733,3125;355075,0313
F11;35;Target 1;391040,7188;362469,7188
F11;36;Target 1;394829,375;366345,625
F11;37;Target 1;399078,9375;370682,4688
F11;38;Target 1;399352,1875;371043
F11;39;Target 1;402020,6563;373798,7188
F11;40;Target 1;406482,3125;378347,6563
F12;1;Target 1;29842,82031;191,4715271
F12;2;Target 1;30198,29688;503,7277832
F12;3;Target 1;30161,04688;423,2574463
F12;4;Target 1;30038,29492;257,2851868
F12;5;Target 1;30187,9707;363,7406616
F12;6;Target 1;30173,37695;305,9266052
F12;7;Target 1;30026,43555;115,7648697
F12;8;Target 1;29997,11914;43,22815323
F12;9;Target 1;30057,20117;60,08987045
F12;10;Target 1;30221,53125;181,1996307
F12;11;Target 1;30147,77539;64,22345734
F12;12;Target 1;30121,19531;-5,576931
F12;13;Target 1;30088,72266;-81,26990509
F12;14;Target 1;30042,1582;-171,0546722
F12;15;Target 1;29924,01953;-332,4136658
F12;16;Target 1;29939,30078;-360,3527222
F12;17;Target 1;29728,36133;-614,5125122
F12;18;Target 1;29806,67773;-579,4163818
F12;19;Target 1;29898,34766;-530,9667969
F12;20;Target 1;30123,57031;-348,964447
F12;21;Target 1;30297,50977;-218,2453003
F12;22;Target 1;30273,32813;-285,6472473
F12;23;Target 1;30534,85352;-67,34217834
F12;24;Target 1;30770,24219;124,8261795
F12;25;Target 1;30608,73047;-79,90585327
F12;26;Target 1;30748,25195;16,39531326
F12;27;Target 1;30824,9707;49,89374924
F12;28;Target 1;30898,1875;79,8902359
F12;29;Target 1;31352,21484;490,6972656
F12;30;Target 1;31142,78711;238,0492096
F12;31;Target 1;31159,78125;211,8230438
F12;32;Target 1;31202,85156;211,6730347
F12;33;Target 1;31175,07031;140,6714783
F12;34;Target 1;31374,65234;297,0332031
F12;35;Target 1;31280,80273;159,9632721
F12;36;Target 1;31426,54883;262,4890442
F12;37;Target 1;31542,10938;334,8292847
F12;38;Target 1;31946,41602;695,9155884
F12;39;Target 1;32707,49805;1413,777344
F12;40;Target 1;33397,17188;2060,230957
G1;1;Target 1;23586,9043;-153,4236755
G1;2;Target 1;23720,49219;-132,9464722
G1;3;Target 1;23932,64063;-33,90873337
G1;4;Target 1;24159,15234;79,49228668
G1;5;Target 1;24252,10938;59,33862305
G1;6;Target 1;24304,77734;-1,104104519
G1;7;Target 1;24440,13672;21,14457321
G1;8;Target 1;24512,07813;-20,02471733
G1;9;Target 1;24535,73047;-109,4830704
G1;10;Target 1;24771,66406;13,33982754
G1;11;Target 1;24849,84766;-21,58727455
G1;12;Target 1;24989,71875;5,173121929
G1;13;Target 1;25090,95703;-6,699293613
G1;14;Target 1;25165,58398;-45,1830368
G1;15;Target 1;25394,32422;70,44650269
G1;16;Target 1;25382,00781;-54,98060226
G1;17;Target 1;25614,62695;64,52783966
G1;18;Target 1;25614,74609;-48,4637146
G1;19;Target 1;25733,99609;-42,32440948
G1;20;Target 1;25824,05469;-65,37651062
G1;21;Target 1;26024,42188;21,87997627
G1;22;Target 1;26229,44531;113,792717
G1;23;Target 1;26132,38672;-96,37657166
G1;24;Target 1;26291,5;-50,37398911
G1;25;Target 1;26360,08984;-94,89484406
G1;26;Target 1;26519,01953;-49,07585144
G1;27;Target 1;26778,74219;97,53610992
G1;28;Target 1;26922,96094;128,644165
G1;29;Target 1;27130,54102;223,1135406
G1;30;Target 1;27389,87695;369,3387756
G1;31;Target 1;27848,32031;714,6714478
G1;32;Target 1;28922,59766;1675,838135
G1;33;Target 1;30553,68359;3193,813232
G1;34;Target 1;33593,82031;6120,839355
G1;35;Target 1;39878,88281;12292,79102
G1;36;Target 1;50865,74219;23166,53906
G1;37;Target 1;70224,23438;42411,92188
G1;38;Target 1;98756,96875;70831,54688
G1;39;Target 1;136752,375;108713,8438
G1;40;Target 1;177814,1563;149662,5156
G2;1;Target 1;28274,15625;174,5505676
G2;2;Target 1;28032,5957;-96,02176666
G2;3;Target 1;28142,21875;-15,41050529
G2;4;Target 1;28133,70313;-52,93791962
G2;5;Target 1;28269,98242;54,32958984
G2;6;Target 1;28164,56055;-80,10407257
G2;7;Target 1;28478,11328;204,4368744
G2;8;Target 1;28273,96094;-28,72726059
G2;9;Target 1;28250,11328;-81,58670807
G2;10;Target 1;28189,51563;-171,1961517
G2;11;Target 1;28267,29102;-122,4325485
G2;12;Target 1;28324,38281;-94,35253906
G2;13;Target 1;28470,01172;22,26457787
G2;14;Target 1;28483,00781;6,248883724
G2;15;Target 1;28656,73828;150,9675598
G2;16;Target 1;28861,01172;326,2292175
G2;17;Target 1;29066,00781;502,2135315
G2;18;Target 1;29130,60156;537,7954712
G2;19;Target 1;28919,29297;297,4750977
G2;20;Target 1;29143,24219;492,4125366
G2;21;Target 1;29538,96875;859,1273193
G2;22;Target 1;29442,79883;733,9456177
G2;23;Target 1;29624,30078;886,43573
G2;24;Target 1;29849,21094;1082,334106
G2;25;Target 1;30078,3125;1282,42395
G2;26;Target 1;29874,99609;1050,095703
G2;27;Target 1;30382,03125;1528,119019
G2;28;Target 1;30273,54297;1390,619019
G2;29;Target 1;30440,49023;1528,554443
G2;30;Target 1;30285,80469;1344,857178
G2;31;Target 1;30338,07422;1368,114868
G2;32;Target 1;30259,64844;1260,677368
G2;33;Target 1;30227,83594;1199,853027
G2;34;Target 1;30345,26563;1288,270874
G2;35;Target 1;30435,22852;1349,222046
G2;36;Target 1;30242,46094;1127,442627
G2;37;Target 1;30219,85742;1075,827393
G2;38;Target 1;30498,71289;1325,671021
G2;39;Target 1;30623,47656;1421,422974
G2;40;Target 1;30501,86328;1270,797852
G3;1;Target 1;42266,54297;347,6171875
G3;2;Target 1;41820,05469;-98,87109375
G3;3;Target 1;41670,17969;-248,7460938
G3;4;Target 1;41485,90625;-433,0195313
G3;5;Target 1;41563,53125;-355,3945313
G3;6;Target 1;41666,48438;-252,4414063
G3;7;Target 1;41641,20703;-277,71875
G3;8;Target 1;41805,46484;-113,4609375
G3;9;Target 1;41841,20313;-77,72265625
G3;10;Target 1;41750,55469;-168,3710938
G3;11;Target 1;41768,34375;-150,5820313
G3;12;Target 1;41707,83984;-211,0859375
G3;13;Target 1;41843,33203;-75,59375
G3;14;Target 1;41748,28125;-170,6445313
G3;15;Target 1;41807,07031;-111,8554688
G3;16;Target 1;41776,73438;-142,1914063
G3;17;Target 1;41750,40234;-168,5234375
G3;18;Target 1;41729,03906;-189,8867188
G3;19;Target 1;41781,82031;-137,1054688
G3;20;Target 1;41847,41016;-71,515625
G3;21;Target 1;41885,05859;-33,8671875
G3;22;Target 1;41801,21484;-117,7109375
G3;23;Target 1;41771,8125;-147,1132813
G3;24;Target 1;41706,51563;-212,4101563
G3;25;Target 1;41745,67969;-173,2460938
G3;26;Target 1;41809,02344;-109,9023438
G3;27;Target 1;41898,54297;-20,3828125
G3;28;Target 1;41964,21094;45,28515625
G3;29;Target 1;41842,92969;-75,99609375
G3;30;Target 1;41771,85156;-147,0742188
G3;31;Target 1;41847,97656;-70,94921875
G3;32;Target 1;41896,90234;-22,0234375
G3;33;Target 1;41835,47656;-83,44921875
G3;34;Target 1;41976,35938;57,43359375
G3;35;Target 1;41855,8125;-63,11328125
G3;36;Target 1;41945,89453;26,96875
G3;37;Target 1;41935,59375;16,66796875
G3;38;Target 1;41917,20313;-1,72265625
G3;39;Target 1;41884,64844;-34,27734375
G3;40;Target 1;41968,55469;49,62890625
G4;1;Target 1;31261,44531;197,1768494
G4;2;Target 1;31059,93359;-87,48357391
G4;3;Target 1;30845,43164;-385,1342468
G4;4;Target 1;31524,06055;210,3459625
G4;5;Target 1;31301,05078;-95,81251526
G4;6;Target 1;31781,69922;301,6872253
G4;7;Target 1;31758,48047;195,3197632
G4;8;Target 1;31744,83594;98,52651215
G4;9;Target 1;31810,75781;81,29968262
G4;10;Target 1;31866,64648;54,03964233
G4;11;Target 1;31839,82227;-55,93328476
G4;12;Target 1;31730,65625;-248,2480011
G4;13;Target 1;32371,14063;309,0876465
G4;14;Target 1;31820,03906;-325,1626282
G4;15;Target 1;32148,34766;-80,00273132
G4;16;Target 1;32124,72266;-186,7764435
G4;17;Target 1;32396,29102;1,643211007
G4;18;Target 1;32325,05078;-152,7457275
G4;19;Target 1;32385,88672;-175,0585022
G4;20;Target 1;32525,15234;-118,9415894
G4;21;Target 1;33009,60547;282,3628235
G4;22;Target 1;33099,89453;289,5031738
G4;23;Target 1;32882,96094;-10,57912254
G4;24;Target 1;32976,17969;-0,509081304
G4;25;Target 1;33053,23438;-6,603103161
G4;26;Target 1;33410,32031;267,334137
G4;27;Target 1;33456,87891;230,7440033
G4;28;Target 1;33555,8125;246,5289001
G4;29;Target 1;33661,37891;268,9465942
G4;30;Target 1;33643,87891;168,2978821
G4;31;Target 1;33772,97656;214,2468262
G4;32;Target 1;33904,73828;262,8598328
G4;33;Target 1;33998,91797;273,8908081
G4;34;Target 1;33835,05469;26,87882614
G4;35;Target 1;33850,35938;-40,9651947
G4;36;Target 1;34117,23438;142,7610931
G4;37;Target 1;34385,28906;327,6670837
G4;38;Target 1;34417,21875;276,4480591
G4;39;Target 1;34429,69141;205,7720032
G4;40;Target 1;34182,25;-124,8181152
G5;1;Target 1;29192,1875;166,1935577
G5;2;Target 1;29124,77344;-70,7990036
G5;3;Target 1;29263,58789;-101,5630493
G5;4;Target 1;29293,63867;-241,0907745
G5;5;Target 1;29479,37891;-224,9290314
G5;6;Target 1;29763,07031;-110,8161316
G5;7;Target 1;29852,85547;-190,6094666
G5;8;Target 1;30250,90625;37,86281204
G5;9;Target 1;30355,72461;-26,89732933
G5;10;Target 1;30474,30859;-77,8918457
G5;11;Target 1;31010,02148;288,2425537
G5;12;Target 1;31188,41602;297,0585632
G5;13;Target 1;31358,32813;297,3921814
G5;14;Target 1;31553,64063;323,1261902
G5;15;Target 1;31650,92188;250,8289337
G5;16;Target 1;31751,33984;181,6684113
G5;17;Target 1;31770,11914;30,86920547
G5;18;Target 1;31852,15234;-56,67609024
G5;19;Target 1;32100,7207;22,31377029
G5;20;Target 1;32269,8125;21,82706833
G5;21;Target 1;32378,89844;-38,66549301
G5;22;Target 1;32546,33594;-40,80649567
G5;23;Target 1;32545,11133;-211,6096039
G5;24;Target 1;32657,22266;-269,0767822
G5;25;Target 1;32935,32031;-160,5576172
G5;26;Target 1;32556,96875;-708,4876709
G5;27;Target 1;32737,11523;-697,9196777
G5;28;Target 1;33530,57813;-74,03530121
G5;29;Target 1;33929,73047;155,5385437
